category,x_pixel,y_pixel,distance_from_center_um,fus_intensity,fus_normalized,protein_intensity,protein_normalized,rgb_red,rgb_green,rgb_blue,n_blobs,box_size_px,box_size_um,fus_min,fus_max,protein_min,protein_max,ref_pixel_size_um,fus_colormap_type,fus_colorbar_hex,fus_colorbar_label,protein_colormap_type,protein_colorbar_hex,protein_colorbar_label
client_denovo,9,1,1.6949926253526881,197.07142857142858,0.0030899019152673926,680.7142857142857,0.2626296624406679,0.26262966,0.0014540715,0.0028717911,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,10,1,1.6610012040934823,198.78571428571428,0.0037347544616243298,708.2857142857143,0.32719971193203207,0.3271997,0.0017575315,0.0034711247,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,11,1,1.6288953311984162,203.57142857142858,0.005534955384019072,706.0,0.32184677149548346,0.32184678,0.0026046848,0.0051442524,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,12,1,1.5987886039123491,200.35714285714286,0.004325865469266382,721.2142857142857,0.35747743761631195,0.35747743,0.0020357014,0.0040205102,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,13,1,1.5707959765672939,203.07142857142858,0.00534687434796125,718.3571428571429,0.3507861548660192,0.35078615,0.002516176,0.004969448,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,14,1,1.5450323621206121,204.85714285714286,0.0060185947937867745,727.2142857142857,0.3715289598645555,0.37152895,0.00283228,0.005593753,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,15,1,1.5216109883935507,205.28571428571428,0.006179807930376009,736.0,0.3921043827367013,0.3921044,0.0029081448,0.005743586,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,16,1,1.5006415294799749,211.0,0.008329303025417806,765.6428571428571,0.4615256551038705,0.46152565,0.003919672,0.007741352,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,17,1,1.4822280526288787,204.5,0.0058842495566661275,785.2857142857143,0.5075275807844911,0.5075276,0.0027690586,0.0054688905,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,18,1,1.4664668424482015,201.57142857142858,0.004782631239787786,771.6428571428571,0.475577177352114,0.47557718,0.00225065,0.0044450336,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,19,1,1.4534441853748628,208.28571428571428,0.007308294146722938,779.9285714285714,0.4949816400369062,0.49498165,0.0034391973,0.0067924145,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,20,1,1.443234215226343,203.07142857142858,0.00534687434796125,767.6428571428571,0.46620949585328497,0.4662095,0.002516176,0.004969448,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,21,1,1.4358969322343433,203.14285714285714,0.005373742247429837,779.7142857142857,0.49447977953668665,0.49447978,0.00252882,0.0049944194,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,22,1,1.4314765104604399,199.71428571428572,0.004084042894493674,752.7857142857143,0.43141516860650514,0.43141517,0.0019219025,0.0037957574,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,23,1,1.4299999999999995,202.64285714285714,0.005185661211372016,752.2857142857143,0.4302442084191515,0.4302442,0.0024403112,0.0048196143,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,24,1,1.4314765104604399,213.71428571428572,0.009350311904112675,738.4285714285714,0.3977919444865549,0.39779195,0.0044001467,0.00869029,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,25,1,1.4358969322343433,194.28571428571428,0.0020420251371039365,727.7857142857143,0.37286715923882363,0.37286717,0.000960953,0.0018978822,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,26,1,1.443234215226343,204.0,0.005696168520608306,710.9285714285714,0.33338913418210525,0.33338913,0.0026805499,0.005294086,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,27,1,1.4534441853748628,203.14285714285714,0.005373742247429837,700.6428571428571,0.3093008307478986,0.30930084,0.00252882,0.0049944194,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
client_denovo,28,1,1.4664668424482015,201.5,0.004755763340319199,698.5714285714286,0.3044496078720936,0.30444962,0.0022380063,0.0044200625,14,47,3.0,188.85714285714286,2847.285714285714,568.5714285714286,995.5714285714286,0.06499999999999997,black_to_blue,#0078ED,FUS Intensity,black_to_red,#A80000,Protein Intensity
